MARIA,315,1922,F,1.331
ROSA,206,1922,F,0.8704
JOSE,164,1922,M,0.6929
MARIA LUISA,127,1922,F,0.5366
CARMEN,117,1922,F,0.4944
ANA,113,1922,F,0.4775
MARIA ELENA,112,1922,F,0.4732
JUANA,112,1922,F,0.4732
MARIA ESTHER,114,1922,F,0.4817
ANTONIO,103,1922,M,0.4352
